agent_execution_log_id,workflow_run_id,sequence_number,agent_id,tool_id,started_at,completed_at,duration_ms,input_summary,output_summary,status,confidence_score,input_tokens,output_tokens,estimated_cost_usd,error_type
AEL001342,WFR00342,1,A001,TOOL019,2026-07-03T14:58:00,2026-07-03T14:58:00.467000,467,Compare project risk with current team capacity.,Request classified and task plan created.,Success,0.945,915,167,0.00767,
AEL001343,WFR00342,2,A002,TOOL019,2026-07-03T14:58:00.534000,2026-07-03T14:58:01.036000,502,Compare project risk with current team capacity.,RBAC and resource-scope decision completed.,Success,0.876,167,88,0.00071,
AEL001344,WFR00342,3,A004,TOOL005,2026-07-03T14:58:01.104000,2026-07-03T14:58:01.924000,820,Compare project risk with current team capacity.,HR data query completed.,Success,0.901,203,248,0.00421,
AEL001345,WFR00342,4,A005,TOOL006,2026-07-03T14:58:01.939000,2026-07-03T14:58:02.760000,821,Compare project risk with current team capacity.,Project and task data query completed.,Success,0.847,524,76,0.00871,
AEL001346,WFR00342,5,A008,TOOL017,2026-07-03T14:58:02.784000,2026-07-03T14:58:03.959000,1175,Compare project risk with current team capacity.,"Correctness, grounding, and safety validated.",Success,0.823,610,283,0.01029,
AEL001347,WFR00342,6,A009,TOOL019,2026-07-03T14:58:04.037000,2026-07-03T14:58:04.402000,365,Compare project risk with current team capacity.,Evidence-based explanation generated.,Recovered,0.9,678,353,0.0026,transient_tool_timeout
AEL001348,WFR00343,1,A001,TOOL016,2026-08-26T12:32:00,2026-08-26T12:32:00.665000,665,Which product category has the lowest margin?,Request classified and task plan created.,Success,0.833,421,268,0.00061,
AEL001349,WFR00343,2,A002,TOOL016,2026-08-26T12:32:00.707000,2026-08-26T12:32:01.335000,628,Which product category has the lowest margin?,RBAC and resource-scope decision completed.,Success,0.946,829,281,0.0087,
AEL001350,WFR00343,3,A006,TOOL019,2026-08-26T12:32:01.366000,2026-08-26T12:32:02.510000,1144,Which product category has the lowest margin?,Sales aggregation completed.,Success,0.968,355,277,0.00351,
AEL001351,WFR00343,4,A008,TOOL017,2026-08-26T12:32:02.553000,2026-08-26T12:32:03.461000,908,Which product category has the lowest margin?,"Correctness, grounding, and safety validated.",Success,0.974,659,269,0.0014,
AEL001352,WFR00343,5,A009,TOOL019,2026-08-26T12:32:03.500000,2026-08-26T12:32:03.751000,251,Which product category has the lowest margin?,Evidence-based explanation generated.,Success,0.813,265,48,0.00769,
AEL001353,WFR00344,1,A001,TOOL019,2026-01-06T18:28:00,2026-01-06T18:28:00.705000,705,Approve the purchase request according to policy.,Request classified and task plan created.,Success,0.913,863,367,0.00632,
AEL001354,WFR00344,2,A002,TOOL016,2026-01-06T18:28:00.743000,2026-01-06T18:28:01.252000,509,Approve the purchase request according to policy.,Access denied for permission finance.read.,Success,0.81,321,210,0.00709,
AEL001355,WFR00345,1,A001,TOOL016,2026-08-10T08:34:00,2026-08-10T08:34:00.256000,256,Compare sales channels in Q2 2026.,Request classified and task plan created.,Success,0.914,765,45,0.00565,
AEL001356,WFR00345,2,A002,TOOL019,2026-08-10T08:34:00.282000,2026-08-10T08:34:01.044000,762,Compare sales channels in Q2 2026.,RBAC and resource-scope decision completed.,Success,0.978,625,287,0.0007,
AEL001357,WFR00345,3,A006,TOOL011,2026-08-10T08:34:01.099000,2026-08-10T08:34:02.034000,935,Compare sales channels in Q2 2026.,Sales aggregation completed.,Success,0.86,851,257,0.00969,
AEL001358,WFR00345,4,A008,TOOL019,2026-08-10T08:34:02.106000,2026-08-10T08:34:03.080000,974,Compare sales channels in Q2 2026.,"Correctness, grounding, and safety validated.",Success,0.899,743,223,0.007,
AEL001359,WFR00345,5,A009,TOOL019,2026-08-10T08:34:03.153000,2026-08-10T08:34:03.715000,562,Compare sales channels in Q2 2026.,Evidence-based explanation generated.,Success,0.965,530,200,0.01023,
AEL001360,WFR00346,1,A001,TOOL019,2026-08-12T18:56:00,2026-08-12T18:56:00.190000,190,How many casual leave days are available?,Request classified and task plan created.,Success,0.946,742,287,0.00393,
AEL001361,WFR00346,2,A002,TOOL016,2026-08-12T18:56:00.252000,2026-08-12T18:56:00.640000,388,How many casual leave days are available?,RBAC and resource-scope decision completed.,Success,0.984,737,128,0.01051,
AEL001362,WFR00346,3,A003,TOOL014,2026-08-12T18:56:00.695000,2026-08-12T18:56:01.630000,935,How many casual leave days are available?,Authorized document evidence retrieved.,Success,0.97,388,201,0.00203,
AEL001363,WFR00346,4,A008,TOOL018,2026-08-12T18:56:01.661000,2026-08-12T18:56:02.877000,1216,How many casual leave days are available?,"Correctness, grounding, and safety validated.",Success,0.841,537,40,0.00828,
AEL001364,WFR00346,5,A009,TOOL019,2026-08-12T18:56:02.957000,2026-08-12T18:56:03.403000,446,How many casual leave days are available?,Evidence-based explanation generated.,Success,0.876,458,379,0.00843,
AEL001365,WFR00347,1,A001,TOOL016,2026-02-05T17:39:00,2026-02-05T17:39:00.763000,763,Approve a four-day leave request.,Request classified and task plan created.,Success,0.839,336,375,0.00991,
AEL001366,WFR00347,2,A002,TOOL016,2026-02-05T17:39:00.804000,2026-02-05T17:39:01.470000,666,Approve a four-day leave request.,Access denied for permission leave.read_all.,Success,0.788,537,161,0.0087,
AEL001367,WFR00348,1,A001,TOOL019,2026-02-12T18:23:00,2026-02-12T18:23:00.089000,89,Which tasks are overdue in Project Nova?,Request classified and task plan created.,Success,0.857,377,329,0.00301,
AEL001368,WFR00348,2,A002,TOOL019,2026-02-12T18:23:00.150000,2026-02-12T18:23:00.672000,522,Which tasks are overdue in Project Nova?,RBAC and resource-scope decision completed.,Success,0.93,655,278,0.00855,
AEL001369,WFR00348,3,A005,TOOL008,2026-02-12T18:23:00.749000,2026-02-12T18:23:00.935000,186,Which tasks are overdue in Project Nova?,Project and task data query completed.,Success,0.922,871,51,0.0044,
AEL001370,WFR00348,4,A008,TOOL018,2026-02-12T18:23:00.966000,2026-02-12T18:23:01.365000,399,Which tasks are overdue in Project Nova?,"Correctness, grounding, and safety validated.",Success,0.964,905,53,0.00245,
AEL001371,WFR00348,5,A009,TOOL019,2026-02-12T18:23:01.382000,2026-02-12T18:23:01.852000,470,Which tasks are overdue in Project Nova?,Evidence-based explanation generated.,Success,0.942,833,200,0.00655,
AEL001372,WFR00349,1,A001,TOOL019,2026-02-17T15:36:00,2026-02-17T15:36:00.592000,592,Summarize sick leave by department.,Request classified and task plan created.,Success,0.872,388,389,0.00086,
AEL001373,WFR00349,2,A002,TOOL019,2026-02-17T15:36:00.638000,2026-02-17T15:36:01.413000,775,Summarize sick leave by department.,Access denied for permission leave.read_all.,Success,0.824,842,268,0.004,
AEL001374,WFR00350,1,A001,TOOL019,2026-01-13T17:12:00,2026-01-13T17:12:00.358000,358,Create a cross-domain operational risk briefing.,Request classified and task plan created.,Success,0.894,199,391,0.00756,
AEL001375,WFR00350,2,A002,TOOL016,2026-01-13T17:12:00.372000,2026-01-13T17:12:00.942000,570,Create a cross-domain operational risk briefing.,Access denied for permission ai.query.,Success,0.826,735,369,0.0013,
AEL001376,WFR00351,1,A001,TOOL016,2026-03-17T12:13:00,2026-03-17T12:13:00.344000,344,Reassign an overdue Atlas task from Alaa to another engineer.,Request classified and task plan created.,Success,0.903,557,362,0.01041,
AEL001377,WFR00351,2,A002,TOOL019,2026-03-17T12:13:00.373000,2026-03-17T12:13:01.057000,684,Reassign an overdue Atlas task from Alaa to another engineer.,RBAC and resource-scope decision completed.,Success,0.793,160,350,0.00157,
AEL001378,WFR00351,3,A004,TOOL019,2026-03-17T12:13:01.119000,2026-03-17T12:13:01.420000,301,Reassign an overdue Atlas task from Alaa to another engineer.,HR data query completed.,Success,0.899,536,306,0.00493,
AEL001379,WFR00351,4,A005,TOOL006,2026-03-17T12:13:01.451000,2026-03-17T12:13:01.865000,414,Reassign an overdue Atlas task from Alaa to another engineer.,Project and task data query completed.,Success,0.977,775,264,0.01096,
AEL001380,WFR00351,5,A008,TOOL018,2026-03-17T12:13:01.931000,2026-03-17T12:13:03.050000,1119,Reassign an overdue Atlas task from Alaa to another engineer.,"Correctness, grounding, and safety validated.",Success,0.798,459,47,0.00171,
AEL001381,WFR00351,6,A010,TOOL005,2026-03-17T12:13:03.126000,2026-03-17T12:13:03.827000,701,Reassign an overdue Atlas task from Alaa to another engineer.,Human approval workflow created or resumed.,Success,0.984,271,84,0.00318,
AEL001382,WFR00351,7,A009,TOOL019,2026-03-17T12:13:03.895000,2026-03-17T12:13:04.745000,850,Reassign an overdue Atlas task from Alaa to another engineer.,Evidence-based explanation generated.,Success,0.811,728,151,0.00486,
AEL001383,WFR00352,1,A001,TOOL016,2026-04-07T18:26:00,2026-04-07T18:26:00.642000,642,Analyze Project Atlas status.,Request classified and task plan created.,Success,0.978,157,347,0.0099,
AEL001384,WFR00352,2,A002,TOOL019,2026-04-07T18:26:00.713000,2026-04-07T18:26:01.306000,593,Analyze Project Atlas status.,RBAC and resource-scope decision completed.,Success,0.975,865,53,0.0032,
AEL001385,WFR00352,3,A005,TOOL006,2026-04-07T18:26:01.373000,2026-04-07T18:26:01.898000,525,Analyze Project Atlas status.,Project and task data query completed.,Recovered,0.803,625,258,0.01035,transient_tool_timeout
AEL001386,WFR00352,4,A008,TOOL017,2026-04-07T18:26:01.941000,2026-04-07T18:26:02.196000,255,Analyze Project Atlas status.,"Correctness, grounding, and safety validated.",Success,0.948,909,158,0.00215,
AEL001387,WFR00352,5,A009,TOOL019,2026-04-07T18:26:02.258000,2026-04-07T18:26:02.530000,272,Analyze Project Atlas status.,Evidence-based explanation generated.,Success,0.944,459,196,0.00988,
AEL001388,WFR00353,1,A001,TOOL019,2026-07-28T09:47:00,2026-07-28T09:47:00.641000,641,Can an employee read the compensation policy?,Request classified and task plan created.,Success,0.782,924,405,0.00748,
AEL001389,WFR00353,2,A002,TOOL019,2026-07-28T09:47:00.684000,2026-07-28T09:47:01.108000,424,Can an employee read the compensation policy?,Access denied for permission document.read_finance.,Success,0.888,553,145,0.00102,
AEL001390,WFR00354,1,A001,TOOL016,2026-06-28T11:55:00,2026-06-28T11:55:00.278000,278,Retrieve the restricted security policy.,Request classified and task plan created.,Success,0.786,439,233,0.0081,
AEL001391,WFR00354,2,A002,TOOL016,2026-06-28T11:55:00.329000,2026-06-28T11:55:01.053000,724,Retrieve the restricted security policy.,Access denied for permission document.read_finance.,Success,0.93,334,287,0.00424,
AEL001392,WFR00355,1,A001,TOOL019,2026-05-05T12:50:00,2026-05-05T12:50:00.305000,305,Can an employee read the compensation policy?,Request classified and task plan created.,Success,0.826,947,308,0.00868,
AEL001393,WFR00355,2,A002,TOOL019,2026-05-05T12:50:00.367000,2026-05-05T12:50:00.667000,300,Can an employee read the compensation policy?,Access denied for permission document.read_security.,Success,0.869,862,254,0.00549,
AEL001394,WFR00356,1,A001,TOOL016,2026-07-25T09:11:00,2026-07-25T09:11:00.212000,212,Compare project risk with current team capacity.,Request classified and task plan created.,Success,0.785,363,146,0.00942,
AEL001395,WFR00356,2,A002,TOOL019,2026-07-25T09:11:00.287000,2026-07-25T09:11:00.784000,497,Compare project risk with current team capacity.,RBAC and resource-scope decision completed.,Success,0.787,434,401,0.01066,
AEL001396,WFR00356,3,A004,TOOL003,2026-07-25T09:11:00.817000,2026-07-25T09:11:01.122000,305,Compare project risk with current team capacity.,HR data query completed.,Success,0.866,844,314,0.00798,
AEL001397,WFR00356,4,A005,TOOL008,2026-07-25T09:11:01.164000,2026-07-25T09:11:01.964000,800,Compare project risk with current team capacity.,Project and task data query completed.,Success,0.978,275,369,0.00937,
AEL001398,WFR00356,5,A008,TOOL017,2026-07-25T09:11:01.975000,2026-07-25T09:11:02.473000,498,Compare project risk with current team capacity.,"Correctness, grounding, and safety validated.",Success,0.786,457,245,0.00742,
AEL001399,WFR00356,6,A009,TOOL019,2026-07-25T09:11:02.518000,2026-07-25T09:11:03.216000,698,Compare project risk with current team capacity.,Evidence-based explanation generated.,Success,0.986,686,204,0.00665,
AEL001400,WFR00357,1,A001,TOOL016,2026-07-16T17:19:00,2026-07-16T17:19:00.137000,137,How many casual leave days are available?,Request classified and task plan created.,Recovered,0.951,835,274,0.0019,transient_tool_timeout
AEL001401,WFR00357,2,A002,TOOL016,2026-07-16T17:19:00.156000,2026-07-16T17:19:00.996000,840,How many casual leave days are available?,RBAC and resource-scope decision completed.,Success,0.823,256,70,0.00882,
AEL001402,WFR00357,3,A003,TOOL019,2026-07-16T17:19:01.070000,2026-07-16T17:19:02.395000,1325,How many casual leave days are available?,Authorized document evidence retrieved.,Success,0.814,947,235,0.00457,
AEL001403,WFR00357,4,A008,TOOL019,2026-07-16T17:19:02.460000,2026-07-16T17:19:03.247000,787,How many casual leave days are available?,"Correctness, grounding, and safety validated.",Success,0.906,858,159,0.00993,
AEL001404,WFR00357,5,A009,TOOL019,2026-07-16T17:19:03.269000,2026-07-16T17:19:03.527000,258,How many casual leave days are available?,Evidence-based explanation generated.,Success,0.786,166,56,0.00921,
AEL001405,WFR00358,1,A001,TOOL016,2026-06-11T13:17:00,2026-06-11T13:17:00.347000,347,Which region has the highest sales and profit?,Request classified and task plan created.,Success,0.902,400,414,0.00116,
AEL001406,WFR00358,2,A002,TOOL019,2026-06-11T13:17:00.401000,2026-06-11T13:17:00.542000,141,Which region has the highest sales and profit?,RBAC and resource-scope decision completed.,Success,0.971,421,203,0.00073,
AEL001407,WFR00358,3,A006,TOOL019,2026-06-11T13:17:00.596000,2026-06-11T13:17:00.996000,400,Which region has the highest sales and profit?,Sales aggregation completed.,Success,0.973,360,134,0.00516,
AEL001408,WFR00358,4,A008,TOOL018,2026-06-11T13:17:01.021000,2026-06-11T13:17:01.627000,606,Which region has the highest sales and profit?,"Correctness, grounding, and safety validated.",Success,0.829,362,390,0.0022,
AEL001409,WFR00358,5,A009,TOOL019,2026-06-11T13:17:01.695000,2026-06-11T13:17:02.204000,509,Which region has the highest sales and profit?,Evidence-based explanation generated.,Success,0.836,300,105,0.00948,
AEL001410,WFR00359,1,A001,TOOL019,2026-04-20T09:07:00,2026-04-20T09:07:00.240000,240,List all employee compensation records.,Request classified and task plan created.,Success,0.877,439,132,0.00095,
AEL001411,WFR00359,2,A002,TOOL019,2026-04-20T09:07:00.302000,2026-04-20T09:07:00.589000,287,List all employee compensation records.,Access denied for permission employee.salary.read.,Recovered,0.789,872,403,0.00612,transient_tool_timeout
AEL001412,WFR00360,1,A001,TOOL016,2026-03-16T17:49:00,2026-03-16T17:49:00.145000,145,Show current hallucination and pass rates.,Request classified and task plan created.,Success,0.837,479,352,0.00955,
AEL001413,WFR00360,2,A002,TOOL016,2026-03-16T17:49:00.193000,2026-03-16T17:49:00.366000,173,Show current hallucination and pass rates.,RBAC and resource-scope decision completed.,Success,0.808,533,109,0.00414,
AEL001414,WFR00360,3,A011,TOOL020,2026-03-16T17:49:00.440000,2026-03-16T17:49:00.643000,203,Show current hallucination and pass rates.,Evaluation metrics aggregated.,Success,0.787,865,89,0.00813,
AEL001415,WFR00360,4,A008,TOOL018,2026-03-16T17:49:00.683000,2026-03-16T17:49:01.842000,1159,Show current hallucination and pass rates.,"Correctness, grounding, and safety validated.",Success,0.836,609,371,0.00799,
AEL001416,WFR00360,5,A009,TOOL019,2026-03-16T17:49:01.866000,2026-03-16T17:49:02.017000,151,Show current hallucination and pass rates.,Evidence-based explanation generated.,Success,0.882,441,240,0.00605,
AEL001417,WFR00361,1,A001,TOOL016,2026-03-22T12:07:00,2026-03-22T12:07:00.439000,439,Analyze workforce capacity and sales performance for executives.,Request classified and task plan created.,Success,0.979,536,324,0.01119,
AEL001418,WFR00361,2,A002,TOOL016,2026-03-22T12:07:00.478000,2026-03-22T12:07:00.981000,503,Analyze workforce capacity and sales performance for executives.,Access denied for permission ai.query.,Success,0.853,655,202,0.01195,
AEL001419,WFR00362,1,A001,TOOL019,2026-05-17T08:15:00,2026-05-17T08:15:00.715000,715,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",Request classified and task plan created.,Success,0.98,536,68,0.01111,
AEL001420,WFR00362,2,A002,TOOL016,2026-05-17T08:15:00.778000,2026-05-17T08:15:00.933000,155,"Prepare a management briefing for Atlas using project, workload, and policy evidence.",Access denied for permission ai.query.,Success,0.872,302,90,0.00901,
AEL001421,WFR00363,1,A001,TOOL019,2026-03-29T15:05:00,2026-03-29T15:05:00.162000,162,Which product category has the lowest margin?,Request classified and task plan created.,Success,0.943,292,93,0.01032,
